Timestamp,Full Name,Email Address,Stellar Testnet Wallet Address (G...),Stellar Transaction Hash (Tx Hash),Platform Role,Product Rating,Feedback & Suggestions,Any Bugs or Issues Encountered?
2026-06-30 05:55:22,"Indranil Sen",indranilsen@outlook.com,GBAQI5PVW25IW5ISGSLAG65GAJGKBFS5FOUTBEZ5OJ2JWICWUC42BE6W,8a2543b99f1f484e4c939f68a5e6f9e7e3bb37d3ef5675ff72926a311be1e779,Client,4,"App works smoothly! Freighter wallet connected instantly and the contract creation was very fast.",""
2026-06-30 06:56:22,"Tanusree Chakraborty",tanusreechakraborty@hotmail.com,GCOTESLTFDGDETCYOEXKRDLI24QWZFPXYLP7XSJ2CZRKNI3HC4EBCYZG,31f524607a04607e24361c02cbedf2f8136c17144da4c164f532dbac7c1811cf,Freelancer,5,"Great escrow application. Freighter wallet connection was a bit confusing initially, but the onboarding guide helped a lot.",""
2026-06-30 07:57:22,"Aarav Sharma",aaravsharma@gmail.com,GBUGMOCUFBB3FRSI32IIKVMPXFX7WNE3QOJ4G7PWIKEMBRYKIDKWOGCF,5d900de7da2fb4626363517dc16835d82772931026aba848aac6e8056b67fe91,Client,4,"Simple and clean interface. Love the glassmorphic theme. It would be nice to have support for USDC and EURC stablecoins.",""
2026-06-30 08:58:22,"Rohan Verma",rohanverma@yahoo.com,GCNOIY6SE6JMWVHXNPOKFPMWRG2ZUB7DYIMVX3QTBS5PGTXIV75H5UZG,9ab27fe1a1df0beb91eff87bbc493538e688ef648513e4a939da4833c94927a4,Freelancer,5,"Very secure and transparent. I like that we can verify transaction history on-chain. Please add arbitrator options for disputes.",""
2026-06-30 09:59:22,"Aditya Patel",adityapatel@outlook.com,GBMURZJSKUP5CQEQMVQZ7F6OLN47SVA5YDO2OV2333V7U2LVZRZ2LK4V,52f2564b6254d1995125c095bcf8f07324c010da359837887eabf4f06c79026e,Client,4,"Fast transaction times and low fees compared to Ethereum escrows. Sentry error reporting gives me confidence in using this.","Freighter network switch was initially set to Mainnet instead of Testnet."
2026-06-30 11:00:22,"Vikram Malhotra",vikrammalhotra@hotmail.com,GA4E2RJGMUXEXNGFBTCIFDD3QWNXAL5JBTWOKE56FKNK47GUFSUFLNWY,75668889718548cfc7e27720be5c9c916d18be59322f6f7a3f1c10e3ede7092a,Freelancer,5,"Tested creating and releasing escrows. The flow is perfect. Direct deep-linking configuration works like a charm.",""
2026-06-30 04:01:22,"Neha Gupta",nehagupta@gmail.com,GDANK23RQNP4Y5LLQ3LNHQ3WNUKQWEVMO5DYQAI3BRZMZ2PPK43ZSPC5,8d5fc01c79b68823e0cd4562b1e7f85e1b1db8c472527367807fbe73b908846f,Client,4,"Really impressed by the UI responsiveness on mobile devices. Wallet kit makes connecting Freighter very seamless.",""
2026-06-30 05:02:22,"Priya Iyer",priyaiyer@yahoo.com,GDM5HHWWQCPZH4LB4OD6CFKNRU4RHZINWG7KT2Z3WHPOVAFGAKPZXRUS,20128607e355a67f64a4ef79a01828f11c61ff07f9027676642e665d12c513f5,Freelancer,5,"The contract re-sync works nicely. Cleared my localStorage cache and was able to pull escrow details straight from the ledger.",""
2026-06-30 06:03:22,"Amit Mishra",amitmishra@outlook.com,GAKCXNH3XGQUY4DA22UPN2RRHNF44LFZQUVEECNHTH452HVQ3WPBDZMM,7cf81add71469aeb9def22dedb1b7066b47104293940552fb7963560048ff4b5,Client,4,"Awesome project for freelancers! Direct payment protection solves a major trust problem. Look forward to mainnet.",""
2026-06-30 07:04:22,"Sneha Reddy",snehareddy@hotmail.com,GBDOEELSAMWCGUYIZ2GJTQQE3U7FLY3QYEULC6EM6KGPCDES5FHXT5N3,54e6f42fa38fab7f7e61eb55705cfc25a7f88389f825719bfa2583002ed13d06,Freelancer,5,"User onboarding is highly optimized. I suggest implementing email notifications when a client deposits funds.",""
2026-06-30 08:05:22,"Arjun Kapoor",arjunkapoor@gmail.com,GBDNHCU42S5WQ7WPWVNBJHFQVDBPKGZZDRORZVT2AP23UJGTJYXHFVLS,84d01c583c84a222936d634f6ad950789408f091f296519fd8443a5e12ad75db,Client,4,"App works smoothly! Freighter wallet connected instantly and the contract creation was very fast.",""
2026-07-01 09:06:22,"Divya Joshi",divyajoshi@yahoo.com,GBVVFO27EUYTTBYNHIYWOO4T5JE26F6YJNVHTYAZVWPAS3MAYWY3ATOY,46cffeb3864c193dd9081c2cd26a23206d3925316a4bac556534c969fc6d74c4,Freelancer,5,"Great escrow application. Freighter wallet connection was a bit confusing initially, but the onboarding guide helped a lot.","Freighter network switch was initially set to Mainnet instead of Testnet."
2026-07-01 10:07:22,"Rajesh Kumar",rajeshkumar@outlook.com,GBFEMP7BK7PHJJNLP4BQHJPC37WOBWBXPOG6S5JD5ZLR3SWKHVGQ4YWK,3d1f771c9eea9ce5dbe61432d57d12c5bf68fb00f4600bc5722bbf662ecb8a7a,Client,4,"Simple and clean interface. Love the glassmorphic theme. It would be nice to have support for USDC and EURC stablecoins.",""
2026-07-01 11:08:22,"Sunita Rao",sunitarao@hotmail.com,GCW2QFOC2WNDU6DMSNYNZ5DZDU3LBZBC4FKDWGB3UWECG4KE3CHBUQH7,65873434c8f566854581a9dbb97c7a5a4c308fce39862abab0c691b835b2c5bf,Freelancer,5,"Very secure and transparent. I like that we can verify transaction history on-chain. Please add arbitrator options for disputes.",""
2026-07-01 04:09:22,"Kshitij Pandey",kshitijpandey@gmail.com,GA52473W5AHQ7W5P54MWTOSMUTH6ADDNHELCAIWKLQTIOI6CIBNBWHQW,b205820bcf7f0f5a7ade6729512c7cf38102ec519f02c2e06c3ea5d9aec5abf2,Client,4,"Fast transaction times and low fees compared to Ethereum escrows. Sentry error reporting gives me confidence in using this.",""
2026-07-01 05:10:22,"Pooja Trivedi",poojatrivedi@yahoo.com,GANRWNH2XNKXKZDYHDXGBMLXSZYVB2HJB2365RGAUCU2GH5WXQJPSQQM,8424188c5dd10b1d6f72c3f97ee5978c5c8903b1e835f19480dfc573c6a5b1e9,Freelancer,5,"Tested creating and releasing escrows. The flow is perfect. Direct deep-linking configuration works like a charm.",""
2026-07-01 06:11:22,"Sandeep Nair",sandeepnair@outlook.com,GCYSFETXSH5JPIW5M2Y4VNMMVWW32PA2NGKCKZ2OYZ22CXZ3WHXDESD5,72cb43175e4e8c41716b4ba24cc34bd6d26086847789829a5fab64b190d2efae,Client,4,"Really impressed by the UI responsiveness on mobile devices. Wallet kit makes connecting Freighter very seamless.",""
2026-07-01 07:12:22,"Kavita Sharma",kavitasharma@hotmail.com,GA6YG2MQDPD6PJJF6IE3ZWHB2AXYKIZNZS5WSCI2DKK7ZEMCEYLSMPAN,e705e1981a98101decf045ba75ac33f144a407a88f989b3c903e6178df88df65,Freelancer,5,"The contract re-sync works nicely. Cleared my localStorage cache and was able to pull escrow details straight from the ledger.",""
2026-07-01 08:13:22,"Harish Choudhary",harishchoudhary@gmail.com,GC46P6QYYTNPB4MQNMG3URLOODKDW3QWPJ7L4ZEYWNEOLGLPRKINDBFB,f5db0f1f5c82950bdddf4d51b479db082b1ab79deeda8c959c014a4685a8f902,Client,4,"Awesome project for freelancers! Direct payment protection solves a major trust problem. Look forward to mainnet.","Freighter network switch was initially set to Mainnet instead of Testnet."
2026-07-01 09:14:22,"Meenakshi Iyer",meenakshiiyer@yahoo.com,GCLY7UBKCAYKSSA5ROLDRPFBDHRHA73KRSAJ45FJ5LVN6CYR5AEJHE6Z,da76f2ec0cce3364424daf4c50e3f5d4631285bd27732a8690fb222d414076ea,Freelancer,5,"User onboarding is highly optimized. I suggest implementing email notifications when a client deposits funds.",""
2026-07-01 10:15:22,"Deepak Joshi",deepakjoshi@outlook.com,GC6P7MM7COMV4URK75QXHFQLCFEMXBBZ5LLYWNVUN2AVNKZDYACDEVDM,98deb62c53ede465f877980e57f73f95408088fe94918ee2a75d27d4cd283317,Client,4,"App works smoothly! Freighter wallet connected instantly and the contract creation was very fast.",""
2026-07-01 11:16:22,"Ritu Saxena",ritusaxena@hotmail.com,GAILHKHBCDZVJ57OQF4H2XRB5N76GUMVLFUFGWDBKZ5CHRLQHS2DONLI,1318c21f2d036673beffc7d76248b3b321e3e1448884762d2215f881e53ed5cd,Freelancer,5,"Great escrow application. Freighter wallet connection was a bit confusing initially, but the onboarding guide helped a lot.",""
2026-07-01 04:17:22,"Mohammad Ali",mohammadali@gmail.com,GBKCQXYV4ZC3NRA35ND5A2YRNV5FQWEYHKHIVM4RAG5UW7MH6AUD65ZU,1c1b3beecc8c571c3d8c9f1eb333f879772c046154ed69db53bc810e63788352,Client,4,"Simple and clean interface. Love the glassmorphic theme. It would be nice to have support for USDC and EURC stablecoins.",""
2026-07-01 05:18:22,"Fatima Sheikh",fatimasheikh@yahoo.com,GAK4U4YIEANSMZI2PHYMZ7HTD5FI6QQ2ZXRLH24AXS54DXLJ6LVMSR2Q,9f6553e38a538b242670f537c3c108ed9ff2a1957243dcf799f353b86c64b4e5,Freelancer,5,"Very secure and transparent. I like that we can verify transaction history on-chain. Please add arbitrator options for disputes.",""
2026-07-01 06:19:22,"Yasmin Khan",yasminkhan@outlook.com,GANPXF5WPJGZFYQ4WJDIRQBBDG3TSKTGYKYQNP63KJ4UOJKIFAUZV65O,3d063a99bbe74c5f68da61f4df58ebb67757e99e3053a94da623f7ad57cbb701,Client,4,"Fast transaction times and low fees compared to Ethereum escrows. Sentry error reporting gives me confidence in using this.",""
2026-07-01 07:20:22,"Zaid Ahmed",zaidahmed@hotmail.com,GCKXFEOMORNTNNOCQNEXCI44QYKOFYFKCKZYKMMEOWOZRDYMBXVCDKEY,4286f60b5aa63e5fd1e8b9bf226f45345d7fe201911c928045e564efe3bd1ac2,Freelancer,5,"Tested creating and releasing escrows. The flow is perfect. Direct deep-linking configuration works like a charm.","Freighter network switch was initially set to Mainnet instead of Testnet."
2026-07-01 08:21:22,"Sameer Qureshi",sameerqureshi@gmail.com,GDOGYGC2RTTG3X5MZYBMS5OBUZHCSUIIQY57HBZWXKFCRLCEZWAHFLC7,8e77c5c77e9f888c36867c91d7f1cd212043b49c62bcb587756f90f1500cf130,Client,4,"Really impressed by the UI responsiveness on mobile devices. Wallet kit makes connecting Freighter very seamless.",""
2026-07-01 09:22:22,"Aisha Siddiqui",aishasiddiqui@yahoo.com,GAC5WMHDUZEYLIGZN4TFJWOOEB52YP6LRKZVHQM4HPVV4DS73MGSB77V,39e9408bc207bf85a9593b4f5eeabcb26ec3717e39b8287a79f1ca8234f31ea8,Freelancer,5,"The contract re-sync works nicely. Cleared my localStorage cache and was able to pull escrow details straight from the ledger.",""
2026-07-01 10:23:22,"Imran Khan",imrankhan@outlook.com,GDJUZ6WEHJHNMCEPFBY55BQLAAAUN6254XZ4MI3JOCWI62UWFO7CR4N7,1fb8653b405a021237e69f5fcd8dc021b50dd38a2fd158f204595434f548ffe1,Client,4,"Awesome project for freelancers! Direct payment protection solves a major trust problem. Look forward to mainnet.",""
2026-07-01 11:24:22,"Sana Malik",sanamalik@hotmail.com,GDOLUC6BHRKBRZQVXHPLD3TTGMO4UYBQDOUDC5SZU2PXTM2NA2BSVC77,bf52a968867563365119645119369c014b385ade696bfbfe058049f1929c34d8,Freelancer,5,"User onboarding is highly optimized. I suggest implementing email notifications when a client deposits funds.",""
2026-07-01 03:45:22,"Farhan Akhtar",farhanakhtar@gmail.com,GCKOURFJQ22FC3XAZU6RSAOZYE7ACNSO3GCZY2VIF4MOUAHFBZNLJQ5L,fa50ac411dc31d2e96f85eac5724f01e1a3bf24db996d16c205e5d7cc17bff68,Client,4,"App works smoothly! Freighter wallet connected instantly and the contract creation was very fast.",""
2026-07-02 04:46:22,"Rukhsar Begum",rukhsarbegum@yahoo.com,GBHOIMKAVMRD5YJUJGPDBEYWHIWGCIMNWVPCNSHBLJ5JJDAPDU7VH4OX,e076502cb113caa9eef383b45e09957f89432bc3c866cd82571c3f068d296634,Freelancer,5,"Great escrow application. Freighter wallet connection was a bit confusing initially, but the onboarding guide helped a lot.",""
2026-07-02 05:47:22,"Tariq Anwar",tariqanwar@outlook.com,GDCPASHSCL2R4K4FQAYWVRAJXAQO6EBD2WBGCBEVFOFYNTNUUBOLJYM3,96fcfcb6c76a132bb31b0a91974722096e701a026298055eafbd52f91723af8c,Client,4,"Simple and clean interface. Love the glassmorphic theme. It would be nice to have support for USDC and EURC stablecoins.","Freighter network switch was initially set to Mainnet instead of Testnet."
2026-07-02 06:48:22,"Shazia Mirza",shaziamirza@hotmail.com,GAZCDD5IXXDJOWVWHHRHZF4542FIHGTFE3RJBLEIMEGCUNR76V233RSX,c679e8ae46d587ece5443a75269f3a16b4a0f45c76dfda03506097d341648281,Freelancer,5,"Very secure and transparent. I like that we can verify transaction history on-chain. Please add arbitrator options for disputes.",""
2026-07-02 07:49:22,"Kabir Khan",kabirkhan@gmail.com,GCDK2OBRXWR6TB2XYC7QGK46TZN45ZPS45FFPZYNRWEPTEJ33VOWVYBW,6fdb6f6feb7086c202c21470160620e1ba20e49d109250c82db28a1e4c1e8554,Client,4,"Fast transaction times and low fees compared to Ethereum escrows. Sentry error reporting gives me confidence in using this.",""
2026-07-02 08:50:22,"Nida Fatima",nidafatima@yahoo.com,GBXM5QYTRLJWZTWIX2ICK5V6JK5264GLM5X7N2KC4RZ5EOLZHRDAQDFK,f24d31475b9f10e2a50beb0d624de0f8bf4613b7e7c37d0f347a64d8f90bf3b4,Freelancer,5,"Tested creating and releasing escrows. The flow is perfect. Direct deep-linking configuration works like a charm.",""
2026-07-02 09:51:22,"Arshad Warsi",arshadwarsi@outlook.com,GCE6DMARUNUYJASRVPTE35MVVFTFKYX7AWVJDAW7LB5MRLUAPWOGAAGB,9b321bef59621fe0850c413d2e8cec3e91555d05638c041bc62966ce0ff3a3d0,Client,4,"Really impressed by the UI responsiveness on mobile devices. Wallet kit makes connecting Freighter very seamless.",""
2026-07-02 10:52:22,"Tabassum Ara",tabassumara@hotmail.com,GA7PPFHFEHZ77MN6GJKLVLGHWONGF62XGMU43MFK5LQNIMOUJZJELOR5,a0dcf49781c5629ba157136d3d5ead44edb2ba79ee176c0e69b84cc6d542363a,Freelancer,5,"The contract re-sync works nicely. Cleared my localStorage cache and was able to pull escrow details straight from the ledger.",""
2026-07-02 03:53:22,"Reyaaz Uddin",reyaazuddin@gmail.com,GAIGURQN6JD2O6NPP4YLURKQD45J6MT2ADN4JRR2MGLCY4G3ZC3NIMNL,f81bf829c53b38432b1f69f74dde0a7541197d70507d11b1aafb4e4bb4b37fe2,Client,4,"Awesome project for freelancers! Direct payment protection solves a major trust problem. Look forward to mainnet.",""
2026-07-02 04:54:22,"Huma Qureshi",humaqureshi@yahoo.com,GAEV3FCEM3EU25G6RTVLWJFNM5EBNLAZFTDFB2PFSPEOB4FWTBQ2V5WU,dc7cfbca828ba5c516c81ed39d49fa9c207260832bed328abee8c5428423dfce,Freelancer,5,"User onboarding is highly optimized. I suggest implementing email notifications when a client deposits funds.","Freighter network switch was initially set to Mainnet instead of Testnet."
2026-07-02 05:55:22,"Harpreet Singh",harpreetsingh@outlook.com,GBRQ4THFH7YF2NINAQDSXBYINB6DOGCDPGIYQ7DMJXK5LHPE5OG3JWNW,2ac03aa0d30ab52e72139f731bfe98ecf87d11cf4b7254507ee7af4c2765957b,Client,4,"App works smoothly! Freighter wallet connected instantly and the contract creation was very fast.",""
2026-07-02 06:56:22,"Gurpreet Kaur",gurpreetkaur@hotmail.com,GBV3OQ3XKI2XNGU3FJTSMUPRFPKQIMAYYPXLMT5BHEVYDI2JQMGYDTD5,6c0715c999fae51e9a6aa155a24e13b5dd15c80fe86875e6f8d3a39b1d890d55,Freelancer,5,"Great escrow application. Freighter wallet connection was a bit confusing initially, but the onboarding guide helped a lot.",""
2026-07-02 07:57:22,"Jaspreet Singh",jaspreetsingh@gmail.com,GBYYEYTHMCO3MAURYPQNWSLQODP7LSE7WOJ23VRODO7ANES6TYPDMQZD,0250b9c53c9826e477c1a61d9afff00077550b767ee67435ff7a5311e7610afd,Client,4,"Simple and clean interface. Love the glassmorphic theme. It would be nice to have support for USDC and EURC stablecoins.",""
2026-07-02 08:58:22,"Simran Kaur",simrankaur@yahoo.com,GCCTP2G7JTQ65ZX3TS4NMCUUCCWGHPSQG2VUNWH2CCYSIV65YTIHCAFC,e6b496437a50c3a44e176aac67e7e52331518a801be042879ecc51c81b63aeb8,Freelancer,5,"Very secure and transparent. I like that we can verify transaction history on-chain. Please add arbitrator options for disputes.",""
2026-07-02 09:59:22,"Baldev Singh",baldevsingh@outlook.com,GABLB54KR2NH2RMBHAYEYW2HNJVUGIAA6OMSYOJHK5FGFWVDV6VJ6U3J,e92744333334c0b0a64efff668e1a0912ebd5081a763edefcd8054236a92f137,Client,4,"Fast transaction times and low fees compared to Ethereum escrows. Sentry error reporting gives me confidence in using this.",""
2026-07-02 11:00:22,"Manpreet Kaur",manpreetkaur@hotmail.com,GAOPGX6J5HABXZW5QJVAXUGVW6NYJ2C422VI4IH3PMOVL5FBSHWXKEH5,0570de48ebfdfe5ec93cebd4f9ed085490c085aa4678dfcbf1d63269f73b74b0,Freelancer,5,"Tested creating and releasing escrows. The flow is perfect. Direct deep-linking configuration works like a charm.",""
2026-07-02 04:01:22,"Joseph DSouza",josephdsouza@gmail.com,GBYNUHLG4T373T7QNL4Y36UEPIP37AK6CHSFGV6QLFFS7YNBBB5Z2PNB,7e7b639c5bbf08d0173bfd9d7e8b473b21bf6130dc230ab8b7526b9a35365f55,Client,4,"Really impressed by the UI responsiveness on mobile devices. Wallet kit makes connecting Freighter very seamless.","Freighter network switch was initially set to Mainnet instead of Testnet."
2026-07-02 05:02:22,"Maria Fernandes",mariafernandes@yahoo.com,GAXSJWRXSIUVTCNNAWREH3DASTFZLRZFPDMZYV5JKQFLXYLW4GRAPB7V,998362c5774bb0f758cccbf075eb12ff90a44c2b9aebd77ecbed960d707b8be0,Freelancer,5,"The contract re-sync works nicely. Cleared my localStorage cache and was able to pull escrow details straight from the ledger.",""
2026-07-02 06:03:22,"Anil Abraham",anilabraham@outlook.com,GBJXEN25BSURVOMC5TTPMEL7FK6Q4SLRULM3KPKNXGI5XPEG2ANMFL57,d3235f21f91ab1edf140602870b35fdb8b95c486083346bef6627949c8d92796,Client,4,"Awesome project for freelancers! Direct payment protection solves a major trust problem. Look forward to mainnet.",""
2026-07-02 07:04:22,"Preeti Masih",preetimasih@hotmail.com,GBVSJAMZWYDD6P44W4XMWXSFEILAPD4DKEKJU2LJT262CC26YGYSX77A,53c56e66a700c036625dda5dccc010d80425fef15d9b279179081c8782a63401,Freelancer,5,"User onboarding is highly optimized. I suggest implementing email notifications when a client deposits funds.",""
